,ID,Year_Birth,Age,Generation,Education,Marital_Status,Income,Income_Category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Avg_Spending_per_Visits,Total_Transaction,NumWebVisitsMonth,Web_Visit_to_Purchase_Ratio,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,TotalAcceptedCmp,Complain,Response,Total_Spending,YearMonth,Year,Churn
68,1050,1952,64,Baby Boomers,Graduation,Married,28332.0,Low Income,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,8.125,8,2,0.9999999995,0,0,0,0,0,0,0,0,65,2014-04,2014,1
69,5846,1977,39,Gen X,Graduation,Divorced,40246.0,Middle Income,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,3.25,4,6,0.16666666663888888,0,0,0,0,0,0,0,0,13,2012-12,2012,0
70,1859,1972,44,Gen X,Master,Married,75251.0,Upper Middle Income,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,99.47368421052632,19,5,1.3999999997199999,0,0,0,0,0,0,0,1,1890,2012-08,2012,0
71,7503,1976,40,Gen X,Graduation,Single,75825.0,Upper Middle Income,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,100.4090909090909,22,4,1.2499999996875,0,0,1,0,0,1,0,1,2209,2012-10,2012,0
72,10401,1976,40,Gen X,Master,Together,26326.0,Low Income,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,4.5,4,3,0.0,0,0,0,0,0,0,1,0,18,2013-09,2013,1
73,1618,1965,51,Gen X,Graduation,Together,56046.0,Middle Income,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,32.95238095238095,21,8,1.24999999984375,0,0,1,0,0,1,0,1,692,2013-01,2013,0
74,3332,1985,31,Gen Y,Graduation,Single,29760.0,Low Income,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,13.75,12,8,0.374999999953125,0,0,0,0,0,0,0,0,165,2012-08,2012,0
75,2261,1969,47,Gen X,Graduation,Married,26304.0,Low Income,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,4.0,4,7,0.1428571428367347,0,0,0,0,0,0,0,0,16,2013-06,2013,1
76,5346,1973,43,Gen X,Master,Married,23559.0,Low Income,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,8.777777777777779,9,7,0.4285714285102041,0,0,0,0,0,0,0,0,79,2013-07,2013,1
77,4119,1963,53,Baby Boomers,Master,Together,38620.0,Middle Income,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,28.90909090909091,11,3,0.6666666664444444,0,0,0,0,0,0,0,0,318,2013-05,2013,1
78,535,1987,29,Gen Y,Graduation,Divorced,81361.0,Upper Middle Income,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,28.814814814814813,27,1,2.9999999969999998,0,0,0,0,0,0,0,0,778,2014-02,2014,0
79,5268,1960,56,Baby Boomers,Graduation,Married,29440.0,Low Income,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,8.0,7,7,0.1428571428367347,0,0,0,0,0,0,0,0,56,2013-08,2013,1
80,273,1970,46,Gen X,Master,Married,36138.0,Middle Income,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,11.615384615384615,13,7,0.4285714285102041,0,0,0,1,0,1,0,0,151,2013-07,2013,1
81,4452,1957,59,Baby Boomers,Graduation,Single,50388.0,Middle Income,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,21.88235294117647,17,7,0.8571428570204082,1,0,0,1,0,2,0,1,372,2014-05,2014,0
82,8504,1973,43,Gen X,Graduation,Married,79593.0,Upper Middle Income,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,71.89473684210526,19,2,2.49999999875,0,0,0,0,1,1,0,0,1366,2014-05,2014,0
83,771,1967,49,Gen X,Graduation,Together,54178.0,Middle Income,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,19.4,10,2,0.9999999995,0,0,0,0,0,0,0,0,194,2014-01,2014,1
84,11178,1972,44,Gen X,Master,Single,42394.0,Middle Income,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,6.4,5,7,0.1428571428367347,0,0,0,0,0,0,0,0,32,2014-03,2014,1
85,2230,1970,46,Gen X,Doctorate,Married,23626.0,Low Income,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,4.3,10,5,0.59999999988,0,0,0,0,0,0,0,0,43,2014-05,2014,1
86,7516,1983,33,Gen Y,Graduation,Married,30096.0,Middle Income,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,7.5,6,6,0.33333333327777775,0,0,0,0,0,0,0,0,45,2014-05,2014,1
87,7247,1960,56,Baby Boomers,Graduation,Widow,47916.0,Middle Income,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,27.545454545454547,22,6,1.1666666664722223,0,0,0,1,0,1,0,0,606,2012-11,2012,0
88,11100,1972,44,Gen X,Graduation,Divorced,51813.0,Middle Income,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,9.0,7,7,0.2857142856734694,0,0,0,0,0,0,0,0,63,2013-04,2013,1
89,4646,1951,65,Baby Boomers,Master,Married,78497.0,Upper Middle Income,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,39.12,25,2,2.49999999875,1,0,0,0,0,1,0,0,978,2013-12,2013,0
90,3037,1983,33,Gen Y,Doctorate,Married,50150.0,Middle Income,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,25.625,16,5,0.9999999998,0,0,0,0,0,0,0,0,410,2013-06,2013,0
91,1473,1960,56,Baby Boomers,Master,Single,47823.0,Middle Income,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,10.285714285714286,7,8,0.24999999996875,0,0,0,0,0,0,0,0,72,2013-07,2013,1
92,1016,1959,57,Baby Boomers,Doctorate,Single,34554.0,Middle Income,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,7.857142857142857,7,6,0.33333333327777775,0,0,0,0,0,0,0,0,55,2014-03,2014,1
93,4518,1979,37,Gen X,Graduation,Together,85693.0,Upper Middle Income,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,43.2962962962963,27,5,1.79999999964,0,0,0,0,0,0,0,0,1169,2013-04,2013,0
94,9370,1945,71,Silent,Doctorate,Married,65846.0,Upper Middle Income,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,70.0,16,4,1.499999999625,0,0,0,0,0,0,0,0,1120,2013-05,2013,0
95,8908,1959,57,Baby Boomers,Graduation,Married,87195.0,Upper Middle Income,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,54.85,20,1,2.9999999969999998,0,0,0,0,0,0,0,1,1097,2014-05,2014,0
96,8373,1979,37,Gen X,High School,Together,24594.0,Low Income,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5.8,5,5,0.19999999996,0,0,0,0,0,0,0,0,29,2013-12,2013,1
97,7533,1964,52,Baby Boomers,Graduation,Married,49096.0,Middle Income,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,14.384615384615385,13,7,0.5714285713469388,0,0,0,0,0,0,0,0,187,2013-09,2013,1
98,2683,1969,47,Gen X,Graduation,Married,52413.0,Middle Income,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,35.0,26,6,0.9999999998333333,0,0,0,0,0,0,0,0,910,2013-02,2013,0
99,3629,1978,38,Gen X,Graduation,Single,38557.0,Middle Income,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,16.11111111111111,9,7,0.4285714285102041,0,0,0,0,0,0,0,0,145,2012-12,2012,0
100,10991,1960,56,Baby Boomers,Master,Married,89058.0,Upper Middle Income,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,60.714285714285715,14,2,2.49999999875,0,0,0,0,0,0,0,0,850,2012-12,2012,0
101,5077,1979,37,Gen X,Graduation,Together,77298.0,Upper Middle Income,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,40.375,24,3,1.9999999993333333,0,0,0,0,0,0,0,0,969,2013-11,2013,0
102,7431,1991,25,Gen Y,Doctorate,Single,68126.0,Upper Middle Income,0,0,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,107.05882352941177,17,9,0.777777777691358,0,0,0,1,0,1,0,1,1820,2012-11,2012,0
103,3267,1963,53,Baby Boomers,Master,Together,57288.0,Middle Income,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,30.4,20,6,1.333333333111111,0,0,0,1,0,1,0,0,608,2014-06,2014,0
104,999,1991,25,Gen Y,Graduation,Single,86037.0,Upper Middle Income,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,29.2,25,3,1.9999999993333333,0,0,0,1,1,2,0,1,730,2013-01,2013,0
105,9215,1980,36,Gen X,Doctorate,Married,43974.0,Middle Income,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,26.238095238095237,21,7,0.8571428570204082,0,0,0,0,0,0,0,0,551,2012-12,2012,0
106,2286,1962,54,Baby Boomers,Graduation,Single,50785.0,Middle Income,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,14.25,8,6,0.33333333327777775,0,0,0,0,0,0,0,0,114,2013-09,2013,1
107,1592,1970,46,Gen X,Graduation,Married,90765.0,High Income,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,114.93333333333334,15,1,3.9999999959999997,1,0,0,0,1,2,0,0,1724,2014-01,2014,0
108,367,1978,38,Gen X,Master,Married,36550.0,Middle Income,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,28.85,20,9,0.9999999998888889,0,0,0,0,0,0,0,0,577,2013-02,2013,0
109,5234,1967,49,Gen X,Master,Together,30753.0,Middle Income,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,11.571428571428571,7,5,0.19999999996,0,0,0,0,0,0,0,0,81,2013-07,2013,1
110,9862,1969,47,Gen X,Graduation,Together,21918.0,Low Income,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,4.714285714285714,7,6,0.33333333327777775,0,0,0,0,0,0,0,0,33,2013-11,2013,1
111,9805,1953,63,Baby Boomers,Master,Together,56129.0,Middle Income,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,30.0,22,4,1.499999999625,0,0,0,0,0,0,0,0,660,2013-06,2013,0
112,6205,1967,49,Gen X,Master,Single,32557.0,Middle Income,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,8.88888888888889,9,5,0.39999999992,0,0,0,0,0,0,0,1,80,2014-02,2014,1
113,8442,1985,31,Gen Y,Master,Married,19510.0,Low Income,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,5.0,6,7,0.1428571428367347,0,0,0,0,0,0,0,0,30,2013-09,2013,1
114,7386,1976,40,Gen X,Graduation,Divorced,30992.0,Middle Income,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,8.6,5,7,0.1428571428367347,0,0,0,0,0,0,0,0,43,2013-04,2013,1
115,7215,1983,33,Gen Y,Graduation,Single,101970.0,High Income,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,42.03703703703704,27,2,2.9999999985,1,0,0,1,1,3,0,1,1135,2013-03,2013,0
